ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
204551_s_at	0.993	0.4632957	-8.07e-01	-5.383	-1.15	AHSG	alpha 2-HS glycoprotein
229416_at	0.993	0.4633283	-8.07e-01	-5.383	-5.55e-01	CLPTM1L	CLPTM1 like
206554_x_at	0.993	0.4634099	8.07e-01	-5.383	4.31e-01	SETMAR	SET domain and mariner transposase fusion gene
211525_s_at	0.993	0.4634201	-8.07e-01	-5.383	-1.45	GP5	glycoprotein V platelet
243207_at	0.993	0.4634387	8.07e-01	-5.383	1.24		
208994_s_at	0.993	0.4634415	-8.07e-01	-5.383	-4.10e-01	PPIG	peptidylprolyl isomerase G
219565_at	0.993	0.4634802	8.07e-01	-5.383	8.70e-01	CYP20A1	cytochrome P450 family 20 subfamily A member 1
203494_s_at	0.993	0.4635111	-8.07e-01	-5.383	-4.48e-01	CEP57	centrosomal protein 57
1562693_at	0.993	0.4635326	-8.07e-01	-5.383	-1.08	LOC105372520	uncharacterized LOC105372520
216617_s_at	0.993	0.4635633	8.07e-01	-5.383	6.50e-01	MAG	myelin associated glycoprotein
217455_s_at	0.993	0.4635766	-8.07e-01	-5.383	-5.78e-01	SSTR2	somatostatin receptor 2
1563165_at	0.993	0.4635848	8.07e-01	-5.383	5.59e-01	LOC101928978	uncharacterized LOC101928978
221238_at	0.993	0.4636239	8.07e-01	-5.383	3.79e-01	HMGN5	high mobility group nucleosome binding domain 5
237979_at	0.993	0.4636506	-8.07e-01	-5.383	-7.01e-01		
240477_at	0.993	0.4637007	-8.06e-01	-5.383	-1.22		
223110_at	0.993	0.4637209	8.06e-01	-5.383	4.04e-01	KIAA1429	KIAA1429
230813_at	0.993	0.4637559	-8.06e-01	-5.383	-4.03e-01	P3H2	prolyl 3-hydroxylase 2
234059_at	0.993	0.4637632	8.06e-01	-5.383	5.58e-01		
200098_s_at	0.993	0.463797	8.06e-01	-5.383	4.10e-01	ANAPC5	anaphase promoting complex subunit 5
215840_at	0.993	0.4638042	8.06e-01	-5.383	5.95e-01	DNAH2	dynein axonemal heavy chain 2
1554114_s_at	0.993	0.4638492	8.06e-01	-5.383	1.55	SSH2	slingshot protein phosphatase 2
236446_at	0.993	0.4638518	8.06e-01	-5.383	5.02e-01		
203124_s_at	0.993	0.4638521	8.06e-01	-5.383	4.70e-01	SLC11A2	solute carrier family 11 member 2
232673_at	0.993	0.4638803	8.06e-01	-5.384	1.00	LRRFIP2	LRR binding FLII interacting protein 2
222335_at	0.993	0.4638957	-8.06e-01	-5.384	-4.40e-01		
1552890_a_at	0.993	0.4639034	8.06e-01	-5.384	4.90e-01	CABP4	calcium binding protein 4
1569681_at	0.993	0.4639083	8.06e-01	-5.384	1.24	LOC101929378	uncharacterized LOC101929378
218768_at	0.993	0.4639124	8.06e-01	-5.384	3.94e-01	NUP107	nucleoporin 107
243908_at	0.993	0.4639397	-8.06e-01	-5.384	-6.06e-01		
1561361_at	0.993	0.4639452	8.06e-01	-5.384	3.71e-01	ZNF660	zinc finger protein 660
229902_at	0.993	0.4639545	-8.06e-01	-5.384	-5.19e-01	FLT4	fms related tyrosine kinase 4
230869_at	0.993	0.464051	-8.06e-01	-5.384	-4.58e-01	FAM155A	family with sequence similarity 155 member A
221931_s_at	0.993	0.4640694	-8.06e-01	-5.384	-3.70e-01	SEH1L	SEH1 like nucleoporin
232955_at	0.993	0.4640744	8.06e-01	-5.384	1.48	FLJ41170	uncharacterized LOC440200
224209_s_at	0.993	0.4641067	8.06e-01	-5.384	4.72e-01	GDA	guanine deaminase
228703_at	0.993	0.4641289	-8.06e-01	-5.384	-5.36e-01	P4HA3	prolyl 4-hydroxylase subunit alpha 3
213830_at	0.993	0.464133	-8.06e-01	-5.384	-7.45e-01	YME1L1	YME1 like 1 ATPase
1561030_at	0.993	0.4641393	-8.06e-01	-5.384	-5.65e-01	TMC7	transmembrane channel like 7
206338_at	0.993	0.464141	8.06e-01	-5.384	4.46e-01	ELAVL3	ELAV like neuron-specific RNA binding protein 3
218058_at	0.993	0.4641708	-8.06e-01	-5.384	-5.62e-01	CXXC1	CXXC finger protein 1
219395_at	0.993	0.4641724	-8.06e-01	-5.384	-6.63e-01	MIR6773///ESRP2	microRNA 6773///epithelial splicing regulatory protein 2
229446_at	0.993	0.4641801	-8.06e-01	-5.384	-8.18e-01	LOC101929977	uncharacterized LOC101929977
209464_at	0.993	0.4642264	8.05e-01	-5.384	7.44e-01	AURKB	aurora kinase B
203470_s_at	0.993	0.4642321	-8.05e-01	-5.384	-4.84e-01	PLEK	pleckstrin
214772_at	0.993	0.4642803	-8.05e-01	-5.384	-6.15e-01	KIAA1549L	KIAA1549 like
203735_x_at	0.993	0.4643015	8.05e-01	-5.384	3.87e-01	PPFIBP1	PPFIA binding protein 1
209449_at	0.993	0.464314	-8.05e-01	-5.384	-3.79e-01	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated
205832_at	0.993	0.4643657	-8.05e-01	-5.384	-4.08e-01	CPA4	carboxypeptidase A4
222339_x_at	0.993	0.4643834	-8.05e-01	-5.384	-4.86e-01		
210410_s_at	0.993	0.4643855	8.05e-01	-5.384	1.28	MSH5-SAPCD1///SAPCD1///MSH5	MSH5-SAPCD1 readthrough (NMD candidate)///suppressor APC domain containing 1///mutS homolog 5
1564072_at	0.993	0.4643918	-8.05e-01	-5.384	-1.62	MYH16	myosin heavy chain 16 pseudogene
218510_x_at	0.993	0.4644168	8.05e-01	-5.384	4.62e-01	FAM134B	family with sequence similarity 134 member B
224243_at	0.993	0.464419	8.05e-01	-5.384	8.40e-01	APOA5	apolipoprotein A5
240104_at	0.993	0.4644238	-8.05e-01	-5.384	-4.44e-01		
1562209_at	0.993	0.4644259	8.05e-01	-5.384	7.67e-01	DCAF4L1	DDB1 and CUL4 associated factor 4 like 1
1554578_at	0.993	0.4644459	8.05e-01	-5.384	1.15	ZNF70	zinc finger protein 70
223271_s_at	0.993	0.4644615	8.05e-01	-5.384	4.23e-01	CTDSPL2	CTD small phosphatase like 2
233428_at	0.993	0.4644812	-8.05e-01	-5.384	-4.34e-01		
220752_at	0.993	0.4644911	-8.05e-01	-5.384	-6.19e-01	LOC51145	uncharacterized LOC51145
215135_at	0.993	0.4644956	-8.05e-01	-5.384	-6.37e-01	DNPEP	aspartyl aminopeptidase
91703_at	0.993	0.4644984	8.05e-01	-5.384	7.02e-01	EHBP1L1	EH domain binding protein 1 like 1
237365_at	0.993	0.464527	8.05e-01	-5.384	4.74e-01	ELOVL2-AS1	ELOVL2 antisense RNA 1
217261_at	0.993	0.4645963	-8.05e-01	-5.385	-1.00	TTTY2B///TTTY2	testis-specific transcript, Y-linked 2B (non-protein coding)///testis-specific transcript, Y-linked 2 (non-protein coding)
234650_at	0.993	0.4646035	8.05e-01	-5.385	3.98e-01		
239877_at	0.993	0.4646349	8.05e-01	-5.385	1.51	LOC157740	uncharacterized protein C8orf9
220390_at	0.993	0.4646473	8.05e-01	-5.385	4.89e-01	AGBL2	ATP/GTP binding protein like 2
223587_s_at	0.993	0.4646914	-8.05e-01	-5.385	-1.06	AMN	amnion associated transmembrane protein
1294_at	0.993	0.4646921	8.05e-01	-5.385	4.90e-01	MIR5193///UBA7	microRNA 5193///ubiquitin like modifier activating enzyme 7
201515_s_at	0.993	0.4647027	8.05e-01	-5.385	3.70e-01	TSN	translin
1566480_x_at	0.993	0.464722	8.05e-01	-5.385	4.16e-01	MEIOC	meiosis specific with coiled-coil domain
1558544_at	0.993	0.4647397	-8.04e-01	-5.385	-6.05e-01	FAAP20	Fanconi anemia core complex associated protein 20
235968_at	0.993	0.4647467	-8.04e-01	-5.385	-3.81e-01	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
206599_at	0.993	0.4647527	-8.04e-01	-5.385	-5.08e-01	SLC16A5	solute carrier family 16 member 5
206699_x_at	0.993	0.4647626	-8.04e-01	-5.385	-1.33	NPAS1	neuronal PAS domain protein 1
241513_at	0.993	0.4647945	-8.04e-01	-5.385	-6.12e-01		
208670_s_at	0.993	0.4648132	8.04e-01	-5.385	4.99e-01	EID1	EP300 interacting inhibitor of differentiation 1
223834_at	0.993	0.4648314	8.04e-01	-5.385	5.65e-01	CD274	CD274 molecule
215763_at	0.993	0.4648332	8.04e-01	-5.385	1.60		
202026_at	0.993	0.4648349	8.04e-01	-5.385	3.77e-01	SDHD	succinate dehydrogenase complex subunit D
226063_at	0.993	0.4648485	-8.04e-01	-5.385	-4.19e-01	VAV2	vav guanine nucleotide exchange factor 2
233815_at	0.993	0.4648564	8.04e-01	-5.385	1.38	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2
1559096_x_at	0.993	0.4648805	-8.04e-01	-5.385	-5.41e-01	FBXO9	F-box protein 9
217196_s_at	0.993	0.4648815	-8.04e-01	-5.385	-4.77e-01	CAMSAP2	calmodulin regulated spectrin associated protein family member 2
228725_x_at	0.993	0.4649098	-8.04e-01	-5.385	-3.75e-01	PRMT2	protein arginine methyltransferase 2
1554063_at	0.993	0.4649131	8.04e-01	-5.385	1.05	ZHX1-C8orf76	ZHX1-C8orf76 readthrough
207043_s_at	0.993	0.4649193	8.04e-01	-5.385	4.10e-01	SLC6A9	solute carrier family 6 member 9
201016_at	0.993	0.4649972	8.04e-01	-5.385	4.34e-01	EIF1AX	eukaryotic translation initiation factor 1A, X-linked
229264_at	0.993	0.4650037	8.04e-01	-5.385	4.45e-01		
225155_at	0.993	0.4650055	8.04e-01	-5.385	4.24e-01	SNORD50B///SNHG5///SNORD50A	small nucleolar RNA, C/D box 50B///small nucleolar RNA host gene 5///small nucleolar RNA, C/D box 50A
228653_at	0.993	0.465008	-8.04e-01	-5.385	-8.77e-01	SAMD5	sterile alpha motif domain containing 5
1557456_a_at	0.993	0.4650368	8.04e-01	-5.385	1.12		
242368_at	0.993	0.4650978	8.04e-01	-5.385	1.15		
233003_at	0.993	0.465128	-8.04e-01	-5.385	-4.12e-01		
1565740_at	0.993	0.4651307	-8.04e-01	-5.385	-1.24	ACACB	acetyl-CoA carboxylase beta
239041_at	0.993	0.4651461	8.04e-01	-5.385	1.26	HIST1H2AK	histone cluster 1, H2ak
220855_at	0.993	0.4651482	8.04e-01	-5.385	3.85e-01	CLTC-IT1	CLTC intronic transcript 1 (non-protein coding)
210743_s_at	0.993	0.4651493	8.04e-01	-5.385	5.47e-01	CDC14A	cell division cycle 14A
236756_at	0.993	0.4651538	-8.04e-01	-5.385	-4.74e-01	CENPVL2///CENPVL1	centromere protein V like 2///centromere protein V like 1
210806_at	0.993	0.4651777	8.04e-01	-5.385	8.60e-01	TTLL5	tubulin tyrosine ligase like 5
1557228_at	0.993	0.4651903	8.04e-01	-5.385	6.74e-01	EHBP1L1	EH domain binding protein 1 like 1
222057_at	0.993	0.4652042	-8.04e-01	-5.385	-4.81e-01	NOL12	nucleolar protein 12
