ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
206780_at	0.993	0.1135833	-2.00	-4.229	-1.90	GAD2	glutamate decarboxylase 2
244630_at	0.993	0.1136035	-2.00	-4.229	-1.44	LOC101060747///PDPK1	3-phosphoinositide-dependent protein kinase 1-like///3-phosphoinositide dependent protein kinase 1
236941_at	0.993	0.1136131	-2.00	-4.229	-1.16	PRR14L	proline rich 14 like
223348_x_at	0.993	0.1136253	-2.00	-4.229	-9.54e-01	MUM1	melanoma associated antigen (mutated) 1
207137_at	0.993	0.1136412	-2.00	-4.229	-1.71	TONSL	tonsoku-like, DNA repair protein
207949_s_at	0.993	0.1136427	-2.00	-4.229	-1.49	ICA1	islet cell autoantigen 1
237575_at	0.993	0.1136514	-2.00	-4.229	-2.68		
1559142_at	0.993	0.1136568	-2.00	-4.229	-1.18	KAT6A	lysine acetyltransferase 6A
1566276_at	0.993	0.1136608	-2.00	-4.229	-3.94	OR5E1P	olfactory receptor family 5 subfamily E member 1 pseudogene
234428_at	0.993	0.1136705	-2.00	-4.229	-3.19		
222892_s_at	0.993	0.1136783	-2.00	-4.229	-1.60	TMEM40	transmembrane protein 40
230570_at	0.993	0.1136826	2.00	-4.229	2.33	EIF3H	eukaryotic translation initiation factor 3 subunit H
242174_at	0.993	0.113714	-2.00	-4.23	-1.61		
209152_s_at	0.993	0.1137478	-2.00	-4.23	-9.96e-01	TCF3	transcription factor 3
225600_at	0.993	0.1137529	-2.00	-4.23	-9.50e-01	TRIQK	triple QxxK/R motif containing
208298_at	0.993	0.1137848	-2.00	-4.23	-1.72	EVI5	ecotropic viral integration site 5
213010_at	0.993	0.1137883	2.00	-4.23	1.14	PRKCDBP	protein kinase C delta binding protein
207521_s_at	0.993	0.113805	-2.00	-4.23	-1.55	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
1555665_at	0.993	0.1138196	-2.00	-4.23	-2.73		
236237_at	0.993	0.1138465	2.00	-4.231	1.01		
207155_at	0.993	0.1139017	-2.00	-4.231	-3.23	TBX5	T-box 5
241707_at	0.993	0.1139034	-2.00	-4.231	-2.27	TRABD2B	TraB domain containing 2B
220196_at	0.993	0.1139057	-2.00	-4.231	-3.20	MUC16	mucin 16, cell surface associated
1564229_at	0.993	0.1139155	-2.00	-4.231	-9.34e-01	LOC729173	uncharacterized LOC729173
1554331_a_at	0.993	0.1139312	-2.00	-4.231	-2.32	LRRC18	leucine rich repeat containing 18
203653_s_at	0.993	0.1139411	-2.00	-4.231	-1.19	COIL	coilin
243958_at	0.993	0.1139714	2.00	-4.232	1.24		
221322_at	0.993	0.1139956	-2.00	-4.232	-2.70	NPVF	neuropeptide VF precursor
1570194_x_at	0.993	0.1140236	-2.00	-4.232	-1.98		
210634_at	0.993	0.114029	-2.00	-4.232	-1.17	KLHL20	kelch like family member 20
1562595_at	0.993	0.1140487	-2.00	-4.232	-2.85	LOC101928314	uncharacterized LOC101928314
1558436_a_at	0.993	0.1140858	2.00	-4.233	9.90e-01		
217374_x_at	0.993	0.1140963	-2.00	-4.233	-1.72		
215762_at	0.993	0.1140978	-2.00	-4.233	-1.05		
1560305_x_at	0.993	0.1141804	-2.00	-4.233	-2.28	FKBP4	FK506 binding protein 4
238049_at	0.993	0.1141944	2.00	-4.233	9.84e-01	GRAMD3	GRAM domain containing 3
205663_at	0.993	0.1142546	-2.00	-4.234	-1.12	PCBP3	poly(rC) binding protein 3
205008_s_at	0.993	0.1142714	-2.00	-4.234	-9.32e-01	CIB2	calcium and integrin binding family member 2
235440_at	0.993	0.1142739	-2.00	-4.234	-9.75e-01	SPTY2D1	SPT2 chromatin protein domain containing 1
215915_at	0.993	0.1143011	2.00	-4.234	1.97	GULP1	GULP, engulfment adaptor PTB domain containing 1
229843_at	0.993	0.1143128	-2.00	-4.234	-9.62e-01	RMDN1	regulator of microtubule dynamics 1
241591_at	0.993	0.1143254	-2.00	-4.234	-2.55		
209704_at	0.993	0.1143389	-1.99	-4.234	-1.03	MTF2	metal response element binding transcription factor 2
1570398_at	0.993	0.11436	-1.99	-4.235	-2.36	FAM47E	family with sequence similarity 47 member E
1568826_at	0.993	0.1143708	-1.99	-4.235	-2.90	LINC01012	long intergenic non-protein coding RNA 1012
231554_at	0.993	0.114376	-1.99	-4.235	-1.85	TPD52L3	tumor protein D52 like 3
1556114_a_at	0.993	0.1143954	-1.99	-4.235	-9.90e-01	LOC101928841	collagen alpha-1(II) chain-like
1569029_at	0.993	0.1144197	1.99	-4.235	2.61	METAP1D	methionyl aminopeptidase type 1D (mitochondrial)
234591_at	0.993	0.1144273	-1.99	-4.235	-1.03		
233574_at	0.993	0.1144402	-1.99	-4.235	-1.27	BCORL1	BCL6 corepressor-like 1
227953_at	0.993	0.1144639	1.99	-4.235	1.96	CMTM6	CKLF like MARVEL transmembrane domain containing 6
217229_at	0.993	0.1144718	-1.99	-4.235	-2.50	ASB4	ankyrin repeat and SOCS box containing 4
235328_at	0.993	0.1144936	1.99	-4.236	2.42	PLXNC1	plexin C1
231785_at	0.993	0.1145033	-1.99	-4.236	-1.52	CGB7///NTF4	chorionic gonadotropin beta subunit 7///neurotrophin 4
232714_at	0.993	0.1145239	-1.99	-4.236	-1.06	TP53TG5	TP53 target 5
235621_at	0.993	0.1145858	-1.99	-4.236	-1.30	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A
1561462_at	0.993	0.1146006	1.99	-4.236	2.02		
241994_at	0.993	0.1146008	-1.99	-4.236	-2.03	XDH	xanthine dehydrogenase
230822_at	0.993	0.1146257	-1.99	-4.237	-1.19	TMEM61	transmembrane protein 61
220396_at	0.993	0.11463	-1.99	-4.237	-1.55	SLC35E3	solute carrier family 35 member E3
230915_at	0.993	0.1146358	-1.99	-4.237	-1.13	DHRS7C	dehydrogenase/reductase 7C
237198_at	0.993	0.1146415	-1.99	-4.237	-1.16		
211374_x_at	0.993	0.1146532	-1.99	-4.237	-1.02		
233084_s_at	0.993	0.1146683	-1.99	-4.237	-1.31	SYCE1	synaptonemal complex central element protein 1
244584_at	0.993	0.1147078	-1.99	-4.237	-1.84	KIAA1549L	KIAA1549 like
234607_at	0.993	0.1147127	-1.99	-4.237	-2.13	ARRDC1	arrestin domain containing 1
1557531_a_at	0.993	0.1147173	-1.99	-4.237	-3.51	C10orf55	chromosome 10 open reading frame 55
237668_at	0.993	0.1147428	-1.99	-4.238	-2.51	LOC100507201	uncharacterized LOC100507201
239326_at	0.993	0.1147683	1.99	-4.238	2.45		
1561984_at	0.993	0.1147751	-1.99	-4.238	-2.00	LINC00838	long intergenic non-protein coding RNA 838
217869_at	0.993	0.1148056	1.99	-4.238	1.11	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12
208406_s_at	0.993	0.1148061	1.99	-4.238	1.22	GRAP2	GRB2-related adaptor protein 2
1563351_at	0.993	0.1148065	-1.99	-4.238	-2.38		
230266_at	0.993	0.1148258	1.99	-4.238	1.84	RAB7B	RAB7B, member RAS oncogene family
1557637_at	0.993	0.1148551	-1.99	-4.238	-1.10		
223103_at	0.993	0.1148552	-1.99	-4.238	-1.09	STARD10	StAR related lipid transfer domain containing 10
1555401_at	0.993	0.1148708	-1.99	-4.239	-2.93	SOHLH2	spermatogenesis and oogenesis specific basic helix-loop-helix 2
1554574_a_at	0.993	0.1149147	1.99	-4.239	1.16	CYB5R3	cytochrome b5 reductase 3
1570152_at	0.993	0.114931	-1.99	-4.239	-2.07		
229079_at	0.993	0.1149317	-1.99	-4.239	-1.19	EHMT2	euchromatic histone lysine methyltransferase 2
233193_x_at	0.993	0.1149463	1.99	-4.239	1.02	INTS4	integrator complex subunit 4
241761_at	0.993	0.1149489	-1.99	-4.239	-1.87		
204875_s_at	0.993	0.1149825	1.99	-4.239	1.15	GMDS	GDP-mannose 4,6-dehydratase
237675_at	0.993	0.1149837	-1.99	-4.239	-1.30	LINC01351	long intergenic non-protein coding RNA 1351
242514_at	0.993	0.1150463	-1.99	-4.24	-2.44		
234097_s_at	0.993	0.1150811	1.99	-4.24	1.49	HCG8///ZNRD1ASP	HLA complex group 8///zinc ribbon domain containing 1 antisense, pseudogene
211646_at	0.993	0.1150878	1.99	-4.24	1.78	LOC102725526///IGHM///IGHG3///IGHG2///IGHG1///IGHA1///IGH	uncharacterized LOC102725526///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 2 (G2m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
234859_at	0.993	0.1150937	-1.99	-4.24	-1.65	PLXNA4	plexin A4
227040_at	0.993	0.1151111	1.99	-4.24	9.98e-01	NHLRC3	NHL repeat containing 3
214978_s_at	0.993	0.1151144	-1.99	-4.24	-2.75	PPFIA4	PTPRF interacting protein alpha 4
1558587_at	0.993	0.1151275	-1.99	-4.241	-1.06	LOC100996385	uncharacterized LOC100996385
231803_at	0.993	0.1151577	1.99	-4.241	1.52	FGF11	fibroblast growth factor 11
1562260_at	0.993	0.1151684	1.99	-4.241	2.46		
237983_at	0.993	0.1152459	1.99	-4.241	1.02		
240466_at	0.993	0.1152665	1.99	-4.242	1.74		
239592_at	0.993	0.1152683	-1.99	-4.242	-9.19e-01		
1569346_a_at	0.993	0.1153019	-1.99	-4.242	-1.89		
202869_at	0.993	0.1153113	1.99	-4.242	1.34	OAS1	2'-5'-oligoadenylate synthetase 1
224089_at	0.993	0.1153637	-1.99	-4.242	-1.09		
228476_at	0.993	0.1153738	1.99	-4.242	1.31	CCDC191	coiled-coil domain containing 191
202598_at	0.993	0.1153916	1.99	-4.243	9.63e-01	S100A13	S100 calcium binding protein A13
213336_at	0.993	0.1153917	-1.99	-4.243	-1.15	BAZ1B	bromodomain adjacent to zinc finger domain 1B
208243_s_at	0.993	0.1154011	-1.99	-4.243	-2.85	CNR1	cannabinoid receptor 1
235099_at	0.993	0.1154336	1.99	-4.243	9.13e-01	CMTM8	CKLF like MARVEL transmembrane domain containing 8
210035_s_at	0.993	0.1154374	-1.99	-4.243	-2.17	SNORA66///RPL5///SNORD21	small nucleolar RNA, H/ACA box 66///ribosomal protein L5///small nucleolar RNA, C/D box 21
235349_at	0.993	0.1154535	1.99	-4.243	2.00	RMDN2	regulator of microtubule dynamics 2
236295_s_at	0.993	0.1154754	1.99	-4.243	1.42	NLRC3	NLR family CARD domain containing 3
209855_s_at	0.993	0.115609	1.99	-4.244	9.64e-01	KLK2	kallikrein related peptidase 2
244698_at	0.993	0.1156556	-1.99	-4.245	-9.24e-01	TVP23C-CDRT4///CDRT4///TVP23C	TVP23C-CDRT4 readthrough///CMT1A duplicated region transcript 4///trans-golgi network vesicle protein 23 homolog C (S. cerevisiae)
222944_s_at	0.993	0.115662	-1.99	-4.245	-1.95	MAGIX	MAGI family member, X-linked
208613_s_at	0.993	0.1156743	1.98	-4.245	1.28	FLNB	filamin B
204388_s_at	0.993	0.1156869	1.98	-4.245	1.60	MAOA	monoamine oxidase A
1553900_s_at	0.993	0.1157362	-1.98	-4.245	-1.51	POM121L8P///POM121L9P///POM121L1P	POM121 transmembrane nucleoporin like 8, pseudogene///POM121 transmembrane nucleoporin like 9, pseudogene///POM121 transmembrane nucleoporin like 1, pseudogene
1566114_at	0.993	0.1157404	-1.98	-4.245	-1.51		
230724_s_at	0.993	0.115748	-1.98	-4.245	-1.22	C11orf57	chromosome 11 open reading frame 57
222175_s_at	0.993	0.1158207	-1.98	-4.246	-9.49e-01	MED15	mediator complex subunit 15
220582_at	0.993	0.115895	-1.98	-4.246	-2.04		
230519_at	0.993	0.1159731	1.98	-4.247	1.16	FAM124A	family with sequence similarity 124 member A
239519_at	0.993	0.1159908	1.98	-4.247	2.02		
202982_s_at	0.993	0.115998	-1.98	-4.247	-9.33e-01	ACOT1///ACOT2	acyl-CoA thioesterase 1///acyl-CoA thioesterase 2
244856_at	0.993	0.1160308	1.98	-4.247	2.40		
1558077_s_at	0.993	0.1160371	1.98	-4.247	1.27	MDH1B	malate dehydrogenase 1B
1561507_at	0.993	0.1160586	1.98	-4.248	3.24	FFAR1	free fatty acid receptor 1
217035_at	0.993	0.1160714	1.98	-4.248	1.75	SKAP2	src kinase associated phosphoprotein 2
224776_at	0.993	0.1160919	-1.98	-4.248	-9.55e-01	GPAT4	glycerol-3-phosphate acyltransferase 4
242442_x_at	0.993	0.1161021	1.98	-4.248	9.41e-01	TRMT10A	tRNA methyltransferase 10A
225834_at	0.993	0.1161197	1.98	-4.248	1.20	FAM72A///FAM72D///FAM72B///FAM72C	family with sequence similarity 72 member A///family with sequence similarity 72 member D///family with sequence similarity 72 member B///family with sequence similarity 72 member C
230347_at	0.993	0.1161209	-1.98	-4.248	-1.01	ORAI2	ORAI calcium release-activated calcium modulator 2
239433_at	0.993	0.1161267	-1.98	-4.248	-1.09	LRRC8E	leucine rich repeat containing 8 family member E
227952_at	0.993	0.1161282	-1.98	-4.248	-1.03	ZNF595	zinc finger protein 595
211625_s_at	0.993	0.1161302	-1.98	-4.248	-1.93	DRD3	dopamine receptor D3
208148_at	0.993	0.1161478	-1.98	-4.248	-2.36	MYH4	myosin heavy chain 4
241441_at	0.993	0.1161499	-1.98	-4.248	-2.15		
1561427_at	0.993	0.1161659	1.98	-4.248	1.11	LOC101928333	uncharacterized LOC101928333
235950_at	0.993	0.116189	-1.98	-4.249	-2.66	ZNF688	zinc finger protein 688
231148_at	0.993	0.1161941	1.98	-4.249	1.18	IGFL2	IGF like family member 2
243349_at	0.993	0.1162865	1.98	-4.249	1.55	KIAA1324	KIAA1324
200885_at	0.993	0.1164832	1.98	-4.251	1.24	RHOC	ras homolog family member C
237173_at	0.993	0.1164989	1.98	-4.251	1.13	LOC100132057	phosphodiesterase 4D interacting protein pseudogene
216089_at	0.993	0.1165271	-1.98	-4.251	-1.16		
223445_at	0.993	0.116568	-1.98	-4.251	-9.13e-01	DTNBP1	dystrobrevin binding protein 1
1569793_at	0.993	0.1165722	-1.98	-4.251	-9.79e-01	LOC101929372	uncharacterized LOC101929372
212907_at	0.993	0.1165852	1.98	-4.252	1.10	SLC30A1	solute carrier family 30 member 1
205294_at	0.993	0.116613	-1.98	-4.252	-1.80	BAIAP2	BAI1 associated protein 2
1559561_at	0.993	0.1167034	1.98	-4.252	1.79	FBXO18	F-box protein, helicase, 18
240285_at	0.993	0.1167128	-1.98	-4.253	-9.46e-01	AQP2	aquaporin 2
217308_at	0.993	0.1167209	-1.98	-4.253	-3.03	OR1F2P	olfactory receptor family 1 subfamily F member 2 pseudogene
230144_at	0.993	0.1167334	1.98	-4.253	1.13	GRIA3	glutamate ionotropic receptor AMPA type subunit 3
217157_x_at	0.993	0.1167364	-1.98	-4.253	-1.04	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
211414_at	0.993	0.1167381	-1.98	-4.253	-1.26	GLS	glutaminase
239390_at	0.993	0.1167549	-1.98	-4.253	-9.11e-01	GTDC1	glycosyltransferase like domain containing 1
237914_s_at	0.993	0.1167707	-1.98	-4.253	-1.50		
1560642_at	0.993	0.1168219	-1.98	-4.253	-1.18		
1552623_at	0.993	0.1168403	-1.98	-4.254	-2.44	HSH2D	hematopoietic SH2 domain containing
223488_s_at	0.993	0.1168601	1.98	-4.254	1.24	GNB4	G protein subunit beta 4
1554301_at	0.993	0.1168952	-1.98	-4.254	-1.45	LHFPL3-AS1	LHFPL3 antisense RNA 1
1562022_s_at	0.993	0.1169117	-1.98	-4.254	-2.25	LOC100130987///RAD9A	uncharacterized LOC100130987///RAD9 checkpoint clamp component A
1564389_at	0.993	0.1169123	-1.98	-4.254	-3.10		
224335_s_at	0.993	0.1170034	1.98	-4.255	1.47	BACE1	beta-secretase 1
220889_s_at	0.993	0.1170161	-1.98	-4.255	-1.97	CA10	carbonic anhydrase 10
224766_at	0.993	0.1170237	1.98	-4.255	1.26	LOC100506548///RPL37	uncharacterized LOC100506548///ribosomal protein L37
1569587_at	0.993	0.1170388	-1.97	-4.255	-1.70	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
241803_s_at	0.993	0.1170538	1.97	-4.255	9.55e-01	LOC102723709///LOC102723678///LOC101928102	uncharacterized LOC102723709///uncharacterized LOC102723678///putative uncharacterized protein LOC401522-like
230783_at	0.993	0.1170799	-1.97	-4.255	-1.17	LOC283713///OTUD7A	uncharacterized LOC283713///OTU deubiquitinase 7A
205677_s_at	0.993	0.1170913	-1.97	-4.255	-1.24	DLEU1	deleted in lymphocytic leukemia 1
209410_s_at	0.993	0.1170968	-1.97	-4.255	-1.19	GRB10	growth factor receptor bound protein 10
1562100_at	0.993	0.1170979	1.97	-4.255	1.48		
204193_at	0.993	0.1171051	1.97	-4.256	9.16e-01	CHKB	choline kinase beta
234958_at	0.993	0.1171228	1.97	-4.256	1.05		
229837_s_at	0.993	0.1171268	-1.97	-4.256	-1.72	KCTD5	potassium channel tetramerization domain containing 5
241984_at	0.993	0.1171339	-1.97	-4.256	-1.06	FOXN3	forkhead box N3
209699_x_at	0.993	0.117157	-1.97	-4.256	-1.18	LOC101930400///AKR1C2	aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2
1559105_at	0.993	0.1171712	1.97	-4.256	1.84	LEKR1	leucine, glutamate and lysine rich 1
239807_at	0.993	0.1171724	1.97	-4.256	1.95	LOC102724165	uncharacterized LOC102724165
236803_at	0.993	0.1172092	1.97	-4.256	1.72	LOC101927060	uncharacterized LOC101927060
1560171_at	0.993	0.1172142	-1.97	-4.256	-1.15		
207391_s_at	0.993	0.1172195	1.97	-4.256	9.65e-01	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
205574_x_at	0.993	0.1172396	1.97	-4.257	2.21	BMP1	bone morphogenetic protein 1
1563034_at	0.993	0.1172428	1.97	-4.257	1.70	GPD1	glycerol-3-phosphate dehydrogenase 1
232884_s_at	0.993	0.1172653	-1.97	-4.257	-9.68e-01	ZNF853	zinc finger protein 853
222758_s_at	0.993	0.1172672	-1.97	-4.257	-1.16	TMEM132A	transmembrane protein 132A
233860_s_at	0.993	0.1172837	-1.97	-4.257	-9.43e-01	OBP2A///OBP2B	odorant binding protein 2A///odorant binding protein 2B
215651_at	0.993	0.1172873	-1.97	-4.257	-1.41		
237559_at	0.993	0.1173239	-1.97	-4.257	-1.98	GPR55	G protein-coupled receptor 55
1565389_s_at	0.993	0.1173694	1.97	-4.257	1.55	GRM5	glutamate metabotropic receptor 5
1561423_at	0.993	0.1173772	1.97	-4.258	1.44	LINC00535	long intergenic non-protein coding RNA 535
238703_at	0.993	0.1173995	-1.97	-4.258	-2.52	FAM207A	family with sequence similarity 207 member A
1561733_at	0.993	0.1174188	-1.97	-4.258	-2.20		
220926_s_at	0.993	0.117422	-1.97	-4.258	-9.20e-01	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3
242432_at	0.993	0.1174289	-1.97	-4.258	-1.24	LRRC37A2	leucine rich repeat containing 37 member A2
236434_at	0.993	0.1174313	-1.97	-4.258	-1.03	PES1	pescadillo ribosomal biogenesis factor 1
1554462_a_at	0.993	0.1174396	-1.97	-4.258	-9.65e-01	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
1555377_at	0.993	0.1174567	-1.97	-4.258	-1.70	OR4D2	olfactory receptor family 4 subfamily D member 2
223738_s_at	0.993	0.1174711	1.97	-4.258	9.84e-01	PGM2	phosphoglucomutase 2
238724_at	0.993	0.1174765	-1.97	-4.258	-1.31		
200905_x_at	0.993	0.1175046	1.97	-4.258	1.16	HLA-E	major histocompatibility complex, class I, E
1569640_s_at	0.993	0.1175359	1.97	-4.259	1.10	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1
1552402_at	0.993	0.1175786	1.97	-4.259	1.05	CALML6	calmodulin like 6
211705_s_at	0.993	0.1176202	-1.97	-4.259	-1.41	SORBS1	sorbin and SH3 domain containing 1
234555_at	0.993	0.1176463	1.97	-4.26	1.58	EPPK1	epiplakin 1
1562453_at	0.993	0.1176498	1.97	-4.26	2.42		
234567_at	0.993	0.1176772	-1.97	-4.26	-2.91		
230541_at	0.993	0.1177062	1.97	-4.26	3.05	LINC01341	long intergenic non-protein coding RNA 1341
244191_at	0.993	0.1177384	-1.97	-4.26	-1.71	RPLP1	ribosomal protein lateral stalk subunit P1
211964_at	0.993	0.1177597	1.97	-4.26	1.97	COL4A2	collagen type IV alpha 2 chain
1560144_at	0.993	0.1178038	-1.97	-4.261	-9.45e-01		
227035_x_at	0.993	0.1178055	-1.97	-4.261	-9.10e-01	RP9P	retinitis pigmentosa 9 pseudogene
1554117_at	0.993	0.1178514	1.97	-4.261	1.65	CCDC60	coiled-coil domain containing 60
224826_at	0.993	0.1178553	1.97	-4.261	1.21	GPCPD1	glycerophosphocholine phosphodiesterase 1
1566171_at	0.993	0.1179378	1.97	-4.262	2.20	RFFL	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase
204025_s_at	0.993	0.1179424	-1.97	-4.262	-9.79e-01	PDCD2	programmed cell death 2
220967_s_at	0.993	0.1179912	1.97	-4.262	1.55	ZNF696	zinc finger protein 696
1556459_at	0.993	0.118025	-1.97	-4.262	-1.12	ARHGAP22-IT1	ARHGAP22 intronic transcript 1
233791_at	0.993	0.1180306	-1.97	-4.262	-2.08		
1566477_at	0.993	0.1180579	-1.97	-4.263	-1.28		
213341_at	0.993	0.1180623	-1.97	-4.263	-9.04e-01	FEM1C	fem-1 homolog C
1561478_at	0.993	0.1180636	-1.97	-4.263	-2.16	LINC00560	long intergenic non-protein coding RNA 560
214962_s_at	0.993	0.1181048	1.97	-4.263	1.06	NUP160	nucleoporin 160
223764_x_at	0.993	0.1181051	1.97	-4.263	1.01	NIPSNAP3B	nipsnap homolog 3B
1559532_at	0.993	0.1181244	1.97	-4.263	2.71	ARIH2OS	ariadne homolog 2 opposite strand
234646_at	0.993	0.1181614	-1.97	-4.263	-1.04		
223866_at	0.993	0.1181747	1.97	-4.263	2.15	ARMC2	armadillo repeat containing 2
235158_at	0.993	0.1181911	1.97	-4.264	1.11	TMEM209	transmembrane protein 209
215936_s_at	0.993	0.1182145	1.97	-4.264	1.04	KIAA1033	KIAA1033
211361_s_at	0.993	0.1182238	-1.97	-4.264	-3.56	SERPINB13	serpin family B member 13
206206_at	0.993	0.118328	1.97	-4.265	1.46	CD180	CD180 molecule
215140_at	0.993	0.1183322	-1.97	-4.265	-1.03		
232920_at	0.993	0.118347	-1.97	-4.265	-1.23	CCDC157	coiled-coil domain containing 157
1552335_at	0.993	0.1183573	-1.97	-4.265	-1.96	CATSPER1	cation channel sperm associated 1
219584_at	0.993	0.118362	1.97	-4.265	1.18	PLA1A	phospholipase A1 member A
232410_at	0.993	0.1183718	1.97	-4.265	9.06e-01		
234841_x_at	0.993	0.1183731	-1.97	-4.265	-1.13	OBP2A	odorant binding protein 2A
228358_at	0.993	0.1184104	-1.96	-4.265	-1.13	SOX12	SRY-box 12
215614_at	0.993	0.1184277	1.96	-4.265	1.08		
234903_at	0.993	0.1184305	-1.96	-4.265	-1.60	OR2B3	olfactory receptor family 2 subfamily B member 3
237192_at	0.993	0.1185	1.96	-4.266	1.96	LOC101927668	uncharacterized LOC101927668
236112_at	0.993	0.1185046	-1.96	-4.266	-1.17	LINC01096	long intergenic non-protein coding RNA 1096
1552897_a_at	0.993	0.1185064	1.96	-4.266	1.94	KCNG3	potassium voltage-gated channel modifier subfamily G member 3
216970_at	0.993	0.1185274	-1.96	-4.266	-2.42	RGS7	regulator of G-protein signaling 7
1559688_at	0.993	0.1185833	1.96	-4.267	2.66	GRAPL	GRB2 related adaptor protein like
224203_at	0.993	0.1186131	-1.96	-4.267	-1.08	SUFU	SUFU negative regulator of hedgehog signaling
242899_at	0.993	0.1186348	1.96	-4.267	1.31	SESN3	sestrin 3
1558821_s_at	0.993	0.1186414	-1.96	-4.267	-1.97	LOC102723694	uncharacterized LOC102723694
231291_at	0.993	0.1186853	-1.96	-4.267	-9.72e-01	GIPR	gastric inhibitory polypeptide receptor
239249_at	0.993	0.1186936	-1.96	-4.267	-1.70		
213643_s_at	0.993	0.1187654	-1.96	-4.268	-1.15	INPP5B	inositol polyphosphate-5-phosphatase B
213921_at	0.993	0.1187705	-1.96	-4.268	-1.63	SST	somatostatin
217433_at	0.993	0.1187724	1.96	-4.268	9.77e-01	TACC1	transforming acidic coiled-coil containing protein 1
211618_s_at	0.993	0.1188619	-1.96	-4.269	-1.20	ALPI	alkaline phosphatase, intestinal
204724_s_at	0.993	0.1188634	1.96	-4.269	1.06	COL9A3	collagen type IX alpha 3 chain
1560590_s_at	0.993	0.118874	1.96	-4.269	1.99	LOC105376323	uncharacterized LOC105376323
234129_at	0.993	0.1188756	-1.96	-4.269	-2.55	ARHGEF12	Rho guanine nucleotide exchange factor 12
207397_s_at	0.993	0.1188851	1.96	-4.269	2.83	HOXD13	homeobox D13
235749_at	0.993	0.1188897	1.96	-4.269	1.37	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2
236005_at	0.993	0.1189008	1.96	-4.269	1.74		
219153_s_at	0.993	0.1189196	1.96	-4.269	2.05	THSD4	thrombospondin type 1 domain containing 4
236380_at	0.993	0.1189715	-1.96	-4.269	-1.08	RPP14	ribonuclease P/MRP subunit p14
230292_at	0.993	0.1189781	1.96	-4.269	1.11	LOC100996412	uncharacterized LOC100996412
213936_x_at	0.993	0.1189849	-1.96	-4.27	-9.37e-01	SFTPB	surfactant protein B
213456_at	0.993	0.1189886	1.96	-4.27	1.51	SOSTDC1	sclerostin domain containing 1
207489_at	0.993	0.118996	-1.96	-4.27	-1.21	RPS2P45	ribosomal protein S2 pseudogene 45
1556451_at	0.993	0.1190153	1.96	-4.27	1.08		
203914_x_at	0.993	0.1190558	1.96	-4.27	1.42	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
236159_x_at	0.993	0.1191041	-1.96	-4.27	-1.43		
225355_at	0.993	0.119105	1.96	-4.27	1.46	NEURL1B	neuralized E3 ubiquitin protein ligase 1B
215799_at	0.993	0.1191119	-1.96	-4.27	-9.15e-01	LOC101927051	uncharacterized LOC101927051
210520_at	0.993	0.1191152	-1.96	-4.27	-9.42e-01	FETUB	fetuin B
217397_at	0.993	0.1191207	-1.96	-4.271	-2.44	YME1L1	YME1 like 1 ATPase
237267_at	0.993	0.1191579	-1.96	-4.271	-2.71	LOC100506675	uncharacterized LOC100506675
229658_at	0.993	0.1191709	-1.96	-4.271	-1.42	BAZ1B	bromodomain adjacent to zinc finger domain 1B
239522_at	0.993	0.1192398	-1.96	-4.271	-1.20	IL12RB1	interleukin 12 receptor subunit beta 1
236040_at	0.993	0.1192573	-1.96	-4.272	-2.94	XAGE3	X antigen family member 3
1566582_x_at	0.993	0.1192654	-1.96	-4.272	-2.66		
232248_at	0.993	0.1192728	-1.96	-4.272	-1.12	LOC100652768	uncharacterized LOC100652768
239285_at	0.993	0.1192852	-1.96	-4.272	-9.23e-01		
1569792_a_at	0.993	0.1193035	1.96	-4.272	1.21	ETFBKMT	electron transfer flavoprotein beta subunit lysine methyltransferase
207264_at	0.993	0.1193581	-1.96	-4.272	-1.65	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3
203684_s_at	0.993	0.1193623	1.96	-4.272	9.25e-01	BCL2	BCL2, apoptosis regulator
241519_at	0.993	0.1193647	-1.96	-4.272	-1.05	HIST1H2BA	histone cluster 1, H2ba
1568889_at	0.993	0.1193666	-1.96	-4.272	-1.41	FANCD2	Fanconi anemia complementation group D2
212176_at	0.993	0.119383	-1.96	-4.272	-9.25e-01	PNISR	PNN interacting serine and arginine rich protein
